journal_title,issn,e_issn,twitter,ahci,ssci,scie,has_twitter,wos_scie,wos_ssci,wos_ahci,publisher_name,account_created_date
siam journal on computing,0097-5397,1095-7111,NA,0,0,1,0,"Computer Science, Theory & Methods | Mathematics, Applied",NA,NA,SIAM PUBLICATIONS,NA
siam journal on control and optimization,0363-0129,1095-7138,NA,0,0,1,0,"Automation & Control Systems | Mathematics, Applied",NA,NA,SIAM PUBLICATIONS,NA
siam journal on discrete mathematics,0895-4801,1095-7146,NA,0,0,1,0,"Mathematics, Applied",NA,NA,SIAM PUBLICATIONS,NA
siam journal on financial mathematics,1945-497X,1945-497X,NA,0,1,1,0,"Mathematics, Interdisciplinary Applications","Business, Finance | Social Sciences, Mathematical Methods",NA,SIAM PUBLICATIONS,NA
siam journal on financial mathematics,1945-497X,1945-497X,NA,0,1,1,0,"Mathematics, Interdisciplinary Applications","Business, Finance | Social Sciences, Mathematical Methods",NA,SIAM PUBLICATIONS,NA
siam journal on imaging sciences,1936-4954,1936-4954,NA,0,0,1,0,"Computer Science, Artificial Intelligence | Computer Science, Software Engineering | Mathematics, Applied | Imaging Science & Photographic Technology",NA,NA,SIAM PUBLICATIONS,NA
siam journal on mathematical analysis,0036-1410,1095-7154,NA,0,0,1,0,"Mathematics, Applied",NA,NA,SIAM PUBLICATIONS,NA
siam journal on matrix analysis and applications,0895-4798,1095-7162,NA,0,0,1,0,"Mathematics, Applied",NA,NA,SIAM PUBLICATIONS,NA
siam journal on numerical analysis,0036-1429,1095-7170,NA,0,0,1,0,"Mathematics, Applied",NA,NA,SIAM PUBLICATIONS,NA
siam journal on optimization,1052-6234,1095-7189,NA,0,0,1,0,"Mathematics, Applied",NA,NA,SIAM PUBLICATIONS,NA
siam journal on scientific computing,1064-8275,1095-7197,NA,0,0,1,0,"Mathematics, Applied",NA,NA,SIAM PUBLICATIONS,NA
siam review,0036-1445,1095-7200,NA,0,0,1,0,"Mathematics, Applied",NA,NA,SIAM PUBLICATIONS,NA
siberian mathematical journal,0037-4466,1573-9260,NA,0,0,1,0,Mathematics,NA,NA,MAIK NAUKA/INTERPERIODICA/SPRINGER,NA
sight and sound,0037-4806,NA,SightSoundmag,1,0,0,1,NA,NA,"Film, Radio, Television",BRITISH FILM INST,7/3/2009
sigmod record,0163-5808,1943-5835,sigmodrecord,0,0,1,1,"Computer Science, Information Systems | Computer Science, Software Engineering",NA,NA,ASSOC COMPUTING MACHINERY,4/23/2009
sign systems studies,1406-4243,1736-7409,NA,1,0,0,0,NA,NA,"Humanities, Multidisciplinary",TARTU UNIV PRESS,NA
signa-revista de la asociacion espanola de semiotica,1133-3634,2254-9307,NA,1,0,0,0,NA,NA,"Humanities, Multidisciplinary",UNIV NACIONAL EDUCACION DISTANCIA,NA
signa vitae,1334-5605,1845-206X,NA,0,0,1,0,Emergency Medicine,NA,NA,MRE PRESS,NA
signal image and video processing,1863-1703,1863-1711,NA,0,0,1,0,"Engineering, Electrical & Electronic | Imaging Science & Photographic Technology",NA,NA,SPRINGER LONDON LTD,NA
signal processing,0165-1684,1872-7557,NA,0,0,1,0,"Engineering, Electrical & Electronic",NA,NA,ELSEVIER,NA
signal processing-image communication,0923-5965,1879-2677,NA,0,0,1,0,"Engineering, Electrical & Electronic",NA,NA,ELSEVIER,NA
signal transduction and targeted therapy,2095-9907,2059-3635,NA,0,0,1,0,Biochemistry & Molecular Biology | Cell Biology,NA,NA,SPRINGERNATURE,NA
signs,0097-9740,1545-6943,SignsJournal,0,1,0,1,NA,Women'S Studies,NA,UNIV CHICAGO PRESS,8/29/2011
signs and society,2326-4489,2326-4497,NA,1,1,0,0,NA,Anthropology | Communication | Linguistics,"Humanities, Multidisciplinary",UNIV CHICAGO PRESS,NA
signs and society,2326-4489,2326-4497,NA,1,1,0,0,NA,Anthropology | Communication | Linguistics,"Humanities, Multidisciplinary",UNIV CHICAGO PRESS,NA
silicon,1876-990X,1876-9918,NA,0,0,1,0,"Chemistry, Physical | Materials Science, Multidisciplinary",NA,NA,SPRINGER,NA
silva fennica,0037-5330,2242-4075,SilvaFennica,0,0,1,1,Forestry,NA,NA,FINNISH SOC FOREST SCIENCE-NATURAL RESOURCES INST FINLAND,10/16/2017
silvae genetica,0037-5349,2509-8934,NA,0,0,1,0,Forestry | Genetics & Heredity,NA,NA,SCIENDO,NA
simiolus-netherlands quarterly for the history of art,0037-5411,NA,simiolus_nl,1,0,0,1,NA,NA,Art,STICHTING NEDERLANDSE KUNSTHISTORISCHE PUBLICATIES,2/1/2022
simulation-transactions of the society for modeling and simulation international,0037-5497,1741-3133,NA,0,0,1,0,"Computer Science, Interdisciplinary Applications | Computer Science, Software Engineering",NA,NA,SAGE PUBLICATIONS LTD,NA
simulation in healthcare-journal of the society for simulation in healthcare,1559-2332,1559-713X,NA,0,0,1,0,Health Care Sciences & Services,NA,NA,LIPPINCOTT WILLIAMS & WILKINS,NA
simulation modelling practice and theory,1569-190X,1878-1462,NA,0,0,1,0,"Computer Science, Interdisciplinary Applications | Computer Science, Software Engineering",NA,NA,ELSEVIER,NA
singapore economic review,0217-5908,1793-6837,NA,0,1,0,0,NA,Economics,NA,WORLD SCIENTIFIC PUBL CO PTE LTD,NA
singapore journal of tropical geography,0129-7619,1467-9493,NA,0,1,0,0,NA,Geography,NA,WILEY,NA
singapore medical journal,0037-5675,2737-5935,smj_sg,0,0,1,1,"Medicine, General & Internal",NA,NA,SINGAPORE MEDICAL ASSOC,8/26/2020
sinn und form,0037-5756,NA,sinnform,1,0,0,1,NA,NA,Literary Reviews,SINN UND FORM,8/10/2014
sino-christian studies,1990-2670,2224-6606,NA,1,0,0,0,NA,NA,Religion,CHUNG YUAN CHRISTIAN UNIV,NA
sintagma,0214-9141,2013-6455,NA,1,1,0,0,NA,Linguistics,Language & Linguistics,UNIV LLEIDA,NA
sintagma,0214-9141,2013-6455,NA,1,1,0,0,NA,Linguistics,Language & Linguistics,UNIV LLEIDA,NA
sixteenth century journal,0361-0160,2326-0726,16cjournal,1,0,0,1,NA,NA,History,SIXTEENTH CENTURY JOURNAL PUBL,12/8/2010
skeletal muscle,2044-5040,2044-5040,NA,0,0,1,0,Cell Biology,NA,NA,BMC,NA
skeletal radiology,0364-2348,1432-2161,SkeletalRadiol,0,0,1,1,"Orthopedics | Radiology, Nuclear Medicine & Medical Imaging",NA,NA,SPRINGER,1/19/2018
skin pharmacology and physiology,1660-5527,1660-5535,NA,0,0,1,0,Dermatology | Pharmacology & Pharmacy,NA,NA,KARGER,NA
skin research and technology,0909-752X,1600-0846,NA,0,0,1,0,Dermatology,NA,NA,WILEY,NA
slas discovery,2472-5552,2472-5560,NA,0,0,1,0,"Biochemical Research Methods | Biotechnology & Applied Microbiology | Chemistry, Analytical",NA,NA,SAGE PUBLICATIONS INC,NA
slas technology,2472-6303,2472-6311,NA,0,0,1,0,"Biochemical Research Methods | Chemistry, Analytical",NA,NA,SAGE PUBLICATIONS INC,NA
slavery & abolition,0144-039X,1743-9523,NA,1,0,0,0,NA,NA,History,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",NA
slavic and east european journal,0037-6752,0037-6752,SEEJ_Tweets,1,0,0,1,NA,NA,"Literature, Slavic","OHIO STATE UNIV, DEPT SLAVIC & EAST EUROPEAN LANGUAGES & CULTURE",7/25/2017
slavic review,0037-6779,2325-7784,slavicreview,1,1,0,1,NA,Area Studies,"Humanities, Multidisciplinary",CAMBRIDGE UNIV PRESS,2/4/2011
slavic review,0037-6779,2325-7784,slavicreview,1,1,0,1,NA,Area Studies,"Humanities, Multidisciplinary",CAMBRIDGE UNIV PRESS,2/4/2011
slavonic and east european review,0037-6795,2222-4327,NA,1,0,0,0,NA,NA,"Humanities, Multidisciplinary",MODERN HUMANITIES RESEARCH ASSOCIATION,NA
sleep,0161-8105,1550-9109,NA,0,0,1,0,Clinical Neurology | Neurosciences,NA,NA,OXFORD UNIV PRESS INC,NA
sleep and biological rhythms,1446-9235,1479-8425,NA,0,0,1,0,Clinical Neurology | Neurosciences,NA,NA,SPRINGER JAPAN KK,NA
sleep and breathing,1520-9512,1522-1709,NA,0,0,1,0,Clinical Neurology | Respiratory System,NA,NA,SPRINGER HEIDELBERG,NA
sleep health,2352-7218,2352-7226,NA,0,0,1,0,Clinical Neurology,NA,NA,ELSEVIER,NA
sleep medicine,1389-9457,1878-5506,NA,0,0,1,0,Clinical Neurology,NA,NA,ELSEVIER,NA
sleep medicine reviews,1087-0792,1532-2955,NA,0,0,1,0,Clinical Neurology | Neurosciences,NA,NA,W B SAUNDERS CO LTD,NA
slovenian veterinary research,1580-4003,NA,NA,0,0,1,0,Veterinary Sciences,NA,NA,"UNIV LJUBLJANA, VETERINARY FACULTY",NA
slovo,0954-6839,0954-6839,SLOVOJournal,1,0,0,1,NA,NA,"Humanities, Multidisciplinary","UNIV COLLEGE LONDON, SCHOOL SLAVONIC & EAST EUROPEAN STUDIES",3/9/2010
slovo a slovesnost,0037-7031,NA,NA,1,1,0,0,NA,Linguistics,Language & Linguistics,CZECH LANG INST CZECH ACAD SCI,NA
slovo a slovesnost,0037-7031,NA,NA,1,1,0,0,NA,Linguistics,Language & Linguistics,CZECH LANG INST CZECH ACAD SCI,NA
small,1613-6810,1613-6829,NA,0,0,1,0,"Chemistry, Multidisciplinary | Chemistry, Physical | Nanoscience & Nanotechnology | Materials Science, Multidisciplinary | Physics, Applied | Physics, Condensed Matter",NA,NA,WILEY-V C H VERLAG GMBH,NA
small-scale forestry,1873-7617,1873-7854,NA,0,0,1,0,Forestry,NA,NA,SPRINGER,NA
small axe,0799-0537,1534-6714,SmallAxeProject,1,0,0,1,NA,NA,"Humanities, Multidisciplinary",DUKE UNIV PRESS,3/7/2016
small business economics,0921-898X,1573-0913,SBEJournal,0,1,0,1,NA,Business | Economics | Management,NA,SPRINGER,NA
small group research,1046-4964,1552-8278,SGRjournal,0,1,0,1,NA,"Psychology, Applied | Management | Psychology, Social",NA,SAGE PUBLICATIONS INC,1/7/2022
small methods,2366-9608,2366-9608,NA,0,0,1,0,"Chemistry, Physical | Nanoscience & Nanotechnology | Materials Science, Multidisciplinary",NA,NA,WILEY-V C H VERLAG GMBH,NA
small ruminant research,0921-4488,1879-0941,NA,0,0,1,0,"Agriculture, Dairy & Animal Science",NA,NA,ELSEVIER,NA
smart materials and structures,0964-1726,1361-665X,NA,0,0,1,0,"Instruments & Instrumentation | Materials Science, Multidisciplinary",NA,NA,IOP PUBLISHING LTD,NA
smart structures and systems,1738-1584,1738-1991,NA,0,0,1,0,"Engineering, Civil | Engineering, Mechanical | Instruments & Instrumentation",NA,NA,TECHNO-PRESS,NA
sobornost incorporating eastern churches review,0144-8722,NA,NA,1,0,0,0,NA,NA,Religion,ST BASILS HOUSE,NA
social & cultural geography,1464-9365,1470-1197,soccultgeog,0,1,0,1,NA,Geography,NA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",4/6/2016
social & legal studies,0964-6639,1461-7390,sls_journal,0,1,0,1,NA,"Criminology & Penology | Law | Social Sciences, Interdisciplinary",NA,SAGE PUBLICATIONS LTD,12/19/2014
social analysis,0155-977X,1558-5727,Soc_Analysis,0,1,0,1,NA,Anthropology,NA,BERGHAHN JOURNALS,7/20/2017
social and personality psychology compass,1751-9004,1751-9004,NA,0,1,0,0,NA,"Psychology, Social",NA,WILEY,NA
social anthropology,0964-0282,1469-8676,SocialAnthropo1,0,1,0,1,NA,Anthropology,NA,WILEY,4/6/2013
social behavior and personality,0301-2212,1179-6391,NA,0,1,0,0,NA,"Psychology, Social",NA,SOC PERSONALITY RES INC,NA
social choice and welfare,0176-1714,1432-217X,NA,0,1,0,0,NA,"Economics | Social Sciences, Mathematical Methods",NA,SPRINGER,NA
social cognition,0278-016X,NA,NA,0,1,0,0,NA,"Psychology, Social",NA,GUILFORD PUBLICATIONS INC,NA
social cognitive and affective neuroscience,1749-5016,1749-5024,NA,0,1,1,0,Neurosciences | Psychology,"Psychology, Experimental",NA,OXFORD UNIV PRESS,NA
social cognitive and affective neuroscience,1749-5016,1749-5024,NA,0,1,1,0,Neurosciences | Psychology,"Psychology, Experimental",NA,OXFORD UNIV PRESS,NA
social compass,0037-7686,1461-7404,Social_Compass_,1,1,0,1,NA,Sociology,Religion,SAGE PUBLICATIONS LTD,11/2/2021
social compass,0037-7686,1461-7404,Social_Compass_,1,1,0,1,NA,Sociology,Religion,SAGE PUBLICATIONS LTD,11/2/2021
social development,0961-205X,1467-9507,SocDevJournal,0,1,0,1,NA,"Psychology, Development",NA,WILEY,7/20/2015
social dynamics-a journal of african studies,0253-3952,1940-7874,_SocDynamics,0,1,0,1,NA,Area Studies,NA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",5/7/2021
social epistemology,0269-1728,1464-5297,SocEpistemology,1,1,0,1,NA,"History & Philosophy Of Science | Social Sciences, Interdisciplinary",Philosophy | History & Philosophy Of Science,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1/28/2020
social epistemology,0269-1728,1464-5297,SocEpistemology,1,1,0,1,NA,"History & Philosophy Of Science | Social Sciences, Interdisciplinary",Philosophy | History & Philosophy Of Science,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1/28/2020
social forces,0037-7732,1534-7605,sf_journal,0,1,0,1,NA,Sociology,NA,OXFORD UNIV PRESS INC,8/25/2014
social history,0307-1022,1470-1200,NA,1,0,0,0,NA,NA,History,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",NA
social history of medicine,0951-631X,1477-4666,SHMeditor,1,1,1,1,History & Philosophy Of Science,History | History & Philosophy Of Science,History | History & Philosophy Of Science,OXFORD UNIV PRESS,7/13/2016
social history of medicine,0951-631X,1477-4666,SHMeditor,1,1,1,1,History & Philosophy Of Science,History | History & Philosophy Of Science,History | History & Philosophy Of Science,OXFORD UNIV PRESS,7/13/2016
social history of medicine,0951-631X,1477-4666,SHMeditor,1,1,1,1,History & Philosophy Of Science,History | History & Philosophy Of Science,History | History & Philosophy Of Science,OXFORD UNIV PRESS,7/13/2016
social inclusion,2183-2803,2183-2803,CogitatioSI,0,1,0,1,NA,"Social Sciences, Interdisciplinary",NA,COGITATIO PRESS,6/11/2014
social indicators research,0303-8300,1573-0921,NA,0,1,0,0,NA,"Social Sciences, Interdisciplinary | Sociology",NA,SPRINGER,NA
social influence,1553-4510,1553-4529,NA,0,1,0,0,NA,"Psychology, Social",NA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",NA
social issues and policy review,1751-2395,1751-2409,NA,0,1,0,0,NA,"Social Issues | Psychology, Social",NA,WILEY,NA
social justice research,0885-7466,1573-6725,NA,0,1,0,0,NA,"Psychology, Social | Sociology",NA,SPRINGER,NA
social media + society,2056-3051,2056-3051,socialmedia_soc,0,1,0,1,NA,Communication,NA,SAGE PUBLICATIONS LTD,1/5/2015
social movement studies,1474-2837,1474-2829,socmovstudies,0,1,0,1,NA,Political Science | Sociology,NA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",5/16/2016
social networks,0378-8733,1879-2111,NA,0,1,0,0,NA,Anthropology | Sociology,NA,ELSEVIER,NA
social neuroscience,1747-0919,1747-0927,NA,0,0,1,0,Neurosciences | Psychology,NA,NA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",NA
social philosophy & policy,0265-0525,1471-6437,NA,1,1,0,0,NA,"Ethics | Social Sciences, Interdisciplinary",Philosophy,CAMBRIDGE UNIV PRESS,NA
social philosophy & policy,0265-0525,1471-6437,NA,1,1,0,0,NA,"Ethics | Social Sciences, Interdisciplinary",Philosophy,CAMBRIDGE UNIV PRESS,NA
social policy & administration,0144-5596,1467-9515,NA,0,1,0,0,NA,Development Studies | Public Administration | Social Issues | Social Work,NA,WILEY,NA
social policy and society,1474-7464,1475-3073,SPSeditors,0,1,0,1,NA,Social Issues | Social Work,NA,CAMBRIDGE UNIV PRESS,10/4/2016
social politics,1072-4745,1468-2893,NA,0,1,0,0,NA,Social Issues | Women'S Studies,NA,OXFORD UNIV PRESS,NA
social problems,0037-7791,1533-8533,socprobsjournal,0,1,0,1,NA,Sociology,NA,OXFORD UNIV PRESS INC,5/20/2014
social psychiatry and psychiatric epidemiology,0933-7954,1433-9285,sppejournal,0,1,1,1,Psychiatry,Psychiatry,NA,SPRINGER HEIDELBERG,5/18/2018
social psychiatry and psychiatric epidemiology,0933-7954,1433-9285,sppejournal,0,1,1,1,Psychiatry,Psychiatry,NA,SPRINGER HEIDELBERG,5/18/2018
social psychological and personality science,1948-5506,1948-5514,NA,0,1,0,0,NA,"Psychology, Social",NA,SAGE PUBLICATIONS INC,NA
social psychology,1864-9335,2151-2590,SocPsy_journal,0,1,0,1,NA,"Psychology, Social",NA,HOGREFE PUBLISHING CORP,12/16/2017
social psychology of education,1381-2890,1573-1928,NA,0,1,0,0,NA,"Psychology, Educational",NA,SPRINGER,NA
social psychology quarterly,0190-2725,1939-8999,SPQuarterly,0,1,0,1,NA,"Psychology, Social",NA,SAGE PUBLICATIONS INC,12/27/2014
social research,0037-783X,NA,NA,0,1,0,0,NA,"Social Sciences, Interdisciplinary",NA,NEW SCHOOL UNIV,NA
social science & medicine,0277-9536,1873-5347,socscimed,0,1,1,1,"Public, Environmental & Occupational Health","Public, Environmental & Occupational Health | Social Sciences, Biomedical",NA,PERGAMON-ELSEVIER SCIENCE LTD,1/4/2010
social science & medicine,0277-9536,1873-5347,socscimed,0,1,1,1,"Public, Environmental & Occupational Health","Public, Environmental & Occupational Health | Social Sciences, Biomedical",NA,PERGAMON-ELSEVIER SCIENCE LTD,1/4/2010
social science computer review,0894-4393,1552-8286,NA,0,1,1,0,"Computer Science, Interdisciplinary Applications","Information Science & Library Science | Social Sciences, Interdisciplinary",NA,SAGE PUBLICATIONS INC,NA
social science computer review,0894-4393,1552-8286,NA,0,1,1,0,"Computer Science, Interdisciplinary Applications","Information Science & Library Science | Social Sciences, Interdisciplinary",NA,SAGE PUBLICATIONS INC,NA
social science history,0145-5532,1527-8034,socscihist,1,1,0,1,NA,History | History Of Social Sciences,History,CAMBRIDGE UNIV PRESS,10/8/2017
social science history,0145-5532,1527-8034,socscihist,1,1,0,1,NA,History | History Of Social Sciences,History,CAMBRIDGE UNIV PRESS,10/8/2017
social science information sur les sciences sociales,0539-0184,1461-7412,NA,0,1,0,0,NA,"Information Science & Library Science | Social Sciences, Interdisciplinary",NA,SAGE PUBLICATIONS LTD,NA
social science japan journal,1369-1465,1468-2680,ssjj_jrnl,0,1,0,1,NA,"Area Studies | Social Sciences, Interdisciplinary",NA,OXFORD UNIV PRESS,12/18/2018
social science journal,0362-3319,1873-5355,NA,0,1,0,0,NA,"Social Sciences, Interdisciplinary",NA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",NA
social science quarterly,0038-4941,1540-6237,ssq_online,0,1,0,1,NA,Political Science | Sociology,NA,WILEY,6/5/2020
social science research,0049-089X,1096-0317,ssreditorial,0,1,0,1,NA,Sociology,NA,ACADEMIC PRESS INC ELSEVIER SCIENCE,7/16/2020
social semiotics,1035-0330,1470-1219,NA,1,1,0,0,NA,Communication | Linguistics,"Humanities, Multidisciplinary","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",NA
social semiotics,1035-0330,1470-1219,NA,1,1,0,0,NA,Communication | Linguistics,"Humanities, Multidisciplinary","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",NA
social service review,0037-7961,1537-5404,SocServReview,0,1,0,1,NA,Social Work,NA,UNIV CHICAGO PRESS,7/28/2021
social studies of science,0306-3127,1460-3659,Soc_Stud_Sci,1,1,1,1,History & Philosophy Of Science,History & Philosophy Of Science,History & Philosophy Of Science,SAGE PUBLICATIONS LTD,2/15/2012
social studies of science,0306-3127,1460-3659,Soc_Stud_Sci,1,1,1,1,History & Philosophy Of Science,History & Philosophy Of Science,History & Philosophy Of Science,SAGE PUBLICATIONS LTD,2/15/2012
social studies of science,0306-3127,1460-3659,Soc_Stud_Sci,1,1,1,1,History & Philosophy Of Science,History & Philosophy Of Science,History & Philosophy Of Science,SAGE PUBLICATIONS LTD,2/15/2012
social theory & health,1477-8211,1477-822X,SocThHlth,0,1,0,1,NA,"Social Sciences, Biomedical",NA,PALGRAVE MACMILLAN LTD,9/19/2015
social work,0037-8046,1545-6846,NA,0,1,0,0,NA,Social Work,NA,OXFORD UNIV PRESS INC,NA
social work in health care,0098-1389,1541-034X,NA,0,1,0,0,NA,Social Work,NA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",NA
social work in public health,1937-1918,1937-190X,NA,0,1,0,0,NA,"Public, Environmental & Occupational Health | Social Work",NA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",NA
social work research,1070-5309,1545-6838,NA,0,1,0,0,NA,Social Work,NA,OXFORD UNIV PRESS INC,NA
societes,0765-3697,1782-155X,NA,1,0,0,0,NA,NA,"Humanities, Multidisciplinary",DE BOECK UNIV,NA
society,0147-2011,1936-4725,NA,0,1,0,0,NA,"Social Sciences, Interdisciplinary | Sociology",NA,SPRINGER,NA
society & animals,1063-1119,1568-5306,NA,0,1,1,0,Veterinary Sciences,Sociology,NA,BRILL,NA
society & animals,1063-1119,1568-5306,NA,0,1,1,0,Veterinary Sciences,Sociology,NA,BRILL,NA
society & natural resources,0894-1920,1521-0723,NA,0,1,0,0,NA,Development Studies | Environmental Studies | Regional & Urban Planning | Sociology,NA,TAYLOR & FRANCIS INC,NA
society and mental health,2156-8693,2156-8731,society_mental,0,1,0,1,NA,Sociology,NA,SAGE PUBLICATIONS INC,10/31/2019
socio-economic planning sciences,0038-0121,1873-6041,NA,0,1,1,0,Operations Research & Management Science,Economics | Management,NA,ELSEVIER SCIENCE INC,NA
socio-economic planning sciences,0038-0121,1873-6041,NA,0,1,1,0,Operations Research & Management Science,Economics | Management,NA,ELSEVIER SCIENCE INC,NA
socio-economic review,1475-1461,1475-147X,NA,0,1,0,0,NA,Economics | Political Science | Sociology,NA,OXFORD UNIV PRESS,NA
sociobiology,0361-6525,2447-8067,Sociobiology12,0,0,1,1,Entomology,NA,NA,UNIV ESTADUAL FEIRA SANTANA,2/8/2021
sociologia,0049-1225,1336-8613,NA,0,1,0,0,NA,Sociology,NA,INST SOCIOLOGY SLOVAK ACAD SCIENCES,NA
sociologia ruralis,0038-0199,1467-9523,soruralis,0,1,0,1,NA,Geography | Sociology,NA,WILEY,8/23/2017
sociological forum,0884-8971,1573-7861,soc_forum,0,1,0,1,NA,Sociology,NA,WILEY,8/2/2014
sociological inquiry,0038-0245,1475-682X,socioinquiry,0,1,0,1,NA,Sociology,NA,WILEY,1/28/2019
sociological methodology,0081-1750,1467-9531,socmethod,0,1,0,1,NA,Sociology,NA,SAGE PUBLICATIONS INC,7/9/2019
sociological methods & research,0049-1241,1552-8294,NA,0,1,0,0,NA,"Social Sciences, Mathematical Methods | Sociology",NA,SAGE PUBLICATIONS INC,NA
sociological perspectives,0731-1214,1533-8673,SOPJournal,0,1,0,1,NA,Sociology,NA,SAGE PUBLICATIONS INC,NA
sociological quarterly,0038-0253,1533-8525,socquarterly,0,1,0,1,NA,Sociology,NA,TAYLOR & FRANCIS INC,11/22/2019
sociological research online,1360-7804,1360-7804,socresonline,0,1,0,1,NA,Sociology,NA,SAGE PUBLICATIONS LTD,9/21/2012
